id,task_type,context_is_null,prompt_bn,response_bn,gold_label,auditor_confidence,needs_human_review,audit_reason,why_selected,suggested_checker,context
1398,context_grounded_fact,False,অসহযোগ আন্দোলন মোট কতদিন ধরে চলে ?,৫ দিন,,,,,stratified sample from real test set task type,context entailment/extraction,"শেখ মুজিবের নেতৃত্বাধীন আওয়ামী লীগ ১৯৭০ সালে অনুষ্ঠিত সাধারণ নির্বাচনে জয়লাভ করে সরকার গঠনের অধিকার অর্জন করে, কিন্তু পাকিস্তানের সামরিক সরকার ক্ষমতা কোনো পূর্ব পাকিস্তানের মানুষের হাতে ছেড়ে দিতে রাজি ছিল না। যদিও ৩ মার্চ ঢাকায় জাতীয় পরিষদের অধিবেশনের তারিখ নির্ধারিত হয়, কিন্তু ভেতরে ভেতরে পাকিস্তানের প্রেসিডেন্ট ইয়াহিয়া খান পশ্চিম পাকিস্তানের নেতা জুলফিকার আলী ভুট্টো এবং সামরিক বাহিনীর অফিসারদের নিয়ে ষড়যন্ত্রের নীলনকশা বুনতে শুরু করেন। ১৯৭১ সালের ১ মার্চ কোন কারণ ছাড়াই ৩ তারিখের নির্ধারিত অধিবেশন বাতিল করা হয়। এই সিদ্ধান্তে ক্ষুব্ধ পূর্ব পাকিস্তানের মানুষের ধৈর্যের সীমা ছাড়িয়ে যায়। সারা দেশে বিক্ষোভের বিস্ফোরণ হয়। ঢাকা পরিণত হয় মিছিলের নগরীতে। বঙ্গবন্ধু সারা দেশে ৫ দিনের হরতাল এবং অসহযোগ আন্দোলনের ডাক দেন। তাঁর আহবানে সারা পূর্ব পাকিস্তান কার্যত অচল হয়ে যায়। সামরিক সরকার কারফিউ জারি করে পরিস্থিতি নিয়ন্ত্রণের চেষ্টা করে, কিন্তু এতে আন্দোলন প্রশমিত হয়নি। ৫ দিন হরতাল শেষে ৭ মার্চ রেসকোর্স ময়দানে বঙ্গবন্ধু তাঁর ঐতিহাসিক ভাষণ প্রদান করেন।"
1411,context_grounded_fact,False,সংগীতে গতির তারতম্যের জন্য লয়কে কয়টি ভাগে ভাগ করা হয় ?,চারটি ভাগে ভাগ করা হয়।,,,,,stratified sample from real test set task type,context entailment/extraction,"সঙ্গীতের গতিকে লয় বলে। গতির তারতম্যের জন্য লয়কে তিন ভাগে ভাগ করা যায় - ১) ধীরগতির সঙ্গীতের জন্য বিলম্বিত লয়, ২) দ্রুতগতির সঙ্গীতের জন্য দ্রুত লয় এবং ৩) মধ্যগতির সঙ্গীতের জন্য মধ্য লয়। মধ্য লয় বিলম্বিত লয়ের দ্বিগুণ ও দ্রুত লয়ের অর্ধেক গতির হয়ে থাকে। মাত্রা সঙ্গীতের লয় বা গতির দুরত্ব মাপার জন্য ব্যবহৃত হয়। প্রত্যেকটি মাত্রার মধ্যবর্তী ব্যবধান সমান হয়। কয়েকটি ছন্দোবদ্ধ মাত্রার সমষ্টি দিয়ে তৈরী হয় একটি তাল।[1]"
1423,context_grounded_fact,False,শশাঙ্কের রাজত্বকালে তাঁর সাম্রাজ্যের রাজধানী কোথায় ছিল ?,কর্ণসুবর্ণ,,,,,stratified sample from real test set task type,context entailment/extraction,"গৌড় রাজ্য বাংলার ইতিহাসে বাঙালীদের দ্বারা প্রতিষ্ঠিত প্রথম স্বাধীন রাজ্য ছিল যার প্রতিষ্ঠাতা ছিলেন রাজা শশাঙ্ক।  তিনি ৭ম শতাব্দী পর্যন্ত রাজত্ব করেছিলেন; তবে কিছু ঐতিহাসিকের মতে তিনি ৫৯০ হতে ৬২৫ খ্রিষ্টাব্দ পর্যন্তই রাজত্ব করেছিলেন। গৌড় রাজ্যের রাজধানী, বর্তমান মুর্শিদাবাদ জেলার সদরশহর বহরমপুর থেকে  দক্ষিণ-পশ্চিমে কর্ণসুবর্ণ নামক স্থানে ছিল।[1]"
1474,context_grounded_fact,False,বাংলাদেশী চলচ্চিত্র পরিচালক আলমগীর কবিরের পরিচালিত প্রথম চলচ্চিত্রটি বাংলাদেশে কবে মুক্তি পায় ?,১৯৮৬ সালে।,,,,,stratified sample from real test set task type,context entailment/extraction,"আলমগীরের চলচ্চিত্রে অভিষেক হয় ১৯৭৩ সালে আমার জন্মভূমি দিয়ে। জিঞ্জীর (১৯৭৮) চলচ্চিত্রে রাজ্জাক ও সোহেল রানার সাথে অভিনয় করে তিনি পরিচিতি লাভ করেন। ১৯৮৫ সালে নিষ্পাপ চলচ্চিত্র দিয়ে তার পরিচালনায় অভিষেক হয়। মা ও ছেলে (১৯৮৫) ছবিতে দীপক চৌধুরী চরিত্রে অভিনয় করে তিনি শ্রেষ্ঠ অভিনেতা বিভাগে তার প্রথম জাতীয় চলচ্চিত্র পুরস্কার অর্জন করেন। পরবর্তীতে অপেক্ষা (১৯৮৭), ক্ষতিপূরণ (১৯৮৯), মরণের পরে (১৯৯০), পিতা মাতা সন্তান (১৯৯১), অন্ধ বিশ্বাস (১৯৯২), দেশপ্রেমিক (১৯৯৪) চলচ্চিত্রে অভিনয়ের জন্য শ্রেষ্ঠ অভিনেতা বিভাগে আরও ছয়টি জাতীয় পুরস্কার লাভ করেন। ১৯৯৬ সালে তিনি নির্মাণ করেন নির্মম।"
1517,context_grounded_fact,False,উত্তর কোরিয়ার বৃহত্তম শহর কোনটি ?,পিয়ং ইয়াং,,,,,stratified sample from real test set task type,context entailment/extraction,"উত্তর কোরিয়া উত্তর-পূর্ব এশিয়ার একটি রাষ্ট্র যা কোরীয় উপদ্বীপের উত্তর অর্ধাংশ নিয়ে গঠিত। এর সরকারি নাম গণতান্ত্রিক গণপ্রজাতন্ত্রী কোরিয়া (কোরীয় ভাষায় 조선민주주의인민공화국 চোসন্‌ মিন্‌জুজুই্যই ইন্‌মিন্‌ কোংহুয়াগুক্‌)। উত্তর কোরিয়ার উত্তরে গণচীন, উত্তর-পূর্বে রাশিয়া, পূর্বে জাপান সাগর, দক্ষিণে দক্ষিণ কোরিয়া এবং পশ্চিমে পীত সাগর অবস্থিত। দেশটির আয়তন ১,২০,৫৩৮ বর্গকিলোমিটার। উত্তর কোরিয়া রাষ্ট্রটি ১৯৪৮ সালে প্রতিষ্ঠা লাভ করে। তখন দ্বিতীয় বিশ্বযুদ্ধ শেষে সোভিয়েত সামরিক বাহিনী কোরীয় উপদ্বীপের উপরের অর্ধাংশ নিয়ন্ত্রণ করেছিল। ১৯৫০-এর দশকের কোরীয় যুদ্ধের পর থেকে এটি সমাজতান্ত্রিক শাসনের অধীনে রয়েছে। উত্তর কোরিয়ার রাজধানী ও বৃহত্তম শহরের নাম পিয়ং ইয়াং। উত্তর কোরিয়া এবং দক্ষিণ কোরিয়া মধ্যবর্তী অবস্থিত কোরীয় সেনামুক্ত অঞ্চল ও প্রাবর অঞ্চল। আম্নোক নদী এবং তুমান নদী উত্তর কোরিয়া এবং গণচীন এর মধ্যবর্তী সীমান্তে অবস্থিত। তুমান নদী একটি অংশ একেবারে উত্তর-পূর্ব অংশে রাশিয়ার সঙ্গে সীমান্ত রয়েছে।"
1547,context_grounded_fact,False,জৈন শব্দটি কোন শব্দ থেকে এসেছে ?,"প্রাকৃত ""জিনা"" শব্দ থেকে এসেছে।",,,,,stratified sample from real test set task type,context entailment/extraction,"""জৈন"" শব্দটি এসেছে সংস্কৃত ""জিন"" (অর্থাৎ, জয়ী) শব্দটি থেকে। যে মানুষ আসক্তি, আকাঙ্ক্ষা, ক্রোধ, অহংকার, লোভ ইত্যাদি আন্তরিক আবেগগুলিকে জয় করেছেন এবং সেই জয়ের মাধ্যমে পবিত্র অনন্ত জ্ঞান (কেবল জ্ঞান) লাভ করেছেন, তাঁকেই ""জিন"" বলা হয়। ""জিন""দের আচরিত ও প্রচারিত পথের অনুগামীদের বলে ""জৈন""।[3][4][5]"
1633,context_grounded_fact,False,জনপ্রিয় বাংলাদেশী চলচ্চিত্র আব্দুর রাজ্জাক কবে জাতীয় চলচ্চিত্র পুরস্কার পান ?,"১৯৭৬, ১৯৭৮, ১৯৮২, ১৯৮৪ ও ১৯৮৮ সালে",,,,,stratified sample from real test set task type,context entailment/extraction,"২০১৫ সালে বাংলাদেশ সরকার সংস্কৃতিতে বিশেষ ভূমিকা রাখার জন্য তাঁকে স্বাধীনতা পুরস্কারে ভূষিত করে।[3] ১৯৭৬, ১৯৭৮, ১৯৮২, ১৯৮৪ ও ১৯৮৮ সালে তিনি মোট পাঁচবার শ্রেষ্ঠ অভিনেতার জন্য জাতীয় চলচ্চিত্র পুরস্কার লাভ করেন। ২০১৩ সালের জাতীয় চলচ্চিত্র পুরস্কারে তাকে আজীবন সম্মাননা পুরস্কার প্রদান করা হয়।[2] এছাড়াও তিনি চলচ্চিত্রে অভিনয়ের জন্য বাচসাস পুরস্কার, মেরিল-প্রথম আলো পুরস্কারসহ অসংখ্য পুরস্কারে ভূষিত হয়েছিলেন।[2] ২০১৭ সালের ২১শে আগস্ট ৭৫ বছর বয়সে তিনি ঢাকায় মৃত্যুবরণ করেন।[2]"
1649,context_grounded_fact,False,ডায়োড মূলত কোন কাজে ব্যবহৃত হয় ?,ডায়োড মূলত বিদ্যুৎ সঞ্চয় ও ভোল্টেজ স্থিতিশীল রাখতে ব্যবহৃত হয়।,,,,,stratified sample from real test set task type,context entailment/extraction,"ডায়োড (English: Diode) একটি দুই প্রান্ত বিশিষ্ট ইলেক্ট্রনিক যন্ত্রাংশ যা বর্তনীতে কেবল মাত্র একদিকে তড়িৎপ্রবাহ হতে দেয় । এছাড়াও বৈদ্যুতিক উপায়ে ধারকত্ব নিয়ন্ত্রন (ভ্যারিক্যাপ) এবং বিকিরণ, নিঃসরণ ও কম্পন সংবেদী ইলেকট্রনিক সুইচ তৈরিতে ডায়োড ব্যবহৃত হয়। তড়িৎশক্তির আকর্ষণীয় উৎস সৌর কোষও মূলত এক ধরণের আলোক-সংবেদী ডায়োড।"
1653,context_grounded_fact,False,ভাওয়াল সন্ন্যাসী মামলা কবে শেষ হয় ?,১৯৫১ সালে,,,,,stratified sample from real test set task type,context entailment/extraction,"ভাওয়াল এস্টেটের সর্বশেষ ক্ষমতাবান জমিদার ছিলেন রাজা রাজেন্দ্রনারায়ণ রায়চৌধুরী। কালীপ্রসন্ন ঘোষ ছিলেন তাঁর দীউয়ান। উল্লেখ্য যে, কালীপ্রসন্ন ঘোষ ঊনবিংশ শতাব্দীর একজন খ্যাতিমান লেখক ছিলেন। রাজেন্দ্রনারায়ণ রায়চৌধুরীর ছিল তিন পুত্রসন্তান। তাঁরা হলেন রণেন্দ্রনারায়ণ রায়চৌধুরী, রমেন্দ্রনারায়ণ রায়চৌধুরী এবং রবীন্দ্রনারায়ণ রায়চৌধুরী। ১৯০১ সালে রাজেন্দ্রনারায়ণের মৃত্যু হয়। এই সময় তাঁর তিনপুত্র সন্তানই ছিলেন নাবালক। সে কারণে জমিদারিটি একবার ১৯০১ সালে এবং আর একবার ১৯০৪ সালে কোর্ট অব ওয়ার্ডসের অধীনে চলে যায়। রাজেন্দ্রনারায়ণের তিন পুত্র সন্তানকেই একজন ইউরোপীয় গৃহ-শিক্ষক লেখাপড়া শেখাতেন। তাঁর বক্তব্য অনুযায়ী, তিন পুত্রই ছিলেন অজ্ঞ ও ইন্দ্রিয়পরায়ণ, লেখাপড়া ও নৈতিক শিক্ষার প্রতি অত্যন্ত অমনোযোগী। একবার দ্বিতীয় পুত্র রমেন্দ্রনারায়ণ চিকিৎসার জন্য দার্জিলিং গমন করেন। সেখানে তাঁকে মৃত বলে ঘোষণা করা হয় এবং যথারীতি দাহ করা হয় বলেও দাবী করা হয়। অপর দুই পুত্রও খুব অল্প সময়ের মধ্যেই মৃত্যুবরণ করেন এবং পরিবারটি পুত্র সন্তানবিহীন অবস্থায় নিঃশেষ হয়ে যাওয়ার উপক্রম হয়। কিন্তু প্রকৃতপক্ষে দ্বিতীয় পুত্র সন্তানটি নিখোঁজ হয়ে গিয়েছিলেন এবং তিনি বহুদিন যাবৎ সন্ন্যাসী হিসেবে জীবন যাপন করেন। পরিশেষে ১৯২০ সালের শেষের দিকে তিনি নাটকীয়ভাবে দারুণ সাড়া জাগিয়ে প্রায় ১২ বছর পর ঢাকায় এসে উপস্থিত হন এবং তার জমিদারি দাবি করেন। এভাবেই ১৯৩৫ সালে শুরু হয় বিখ্যাত ভাওয়াল সন্ন্যাসী মামলা, যা সমগ্র বাংলায়, এমনকি বাংলার বাইরেও প্রায় এক যুগ ধরে খবরের কাগজে সংবাদ এবং নানা ধরনের গল্প গুজবের প্রধান উপাদান হয়ে থাকে। এমনকি ঘটনাটি সারা ভারতবর্ষে বিভিন্ন ভাষায় সাহিত্য, নাটক এবং সিনেমারও বিষয়বস্তু হয়। ভাওয়াল সন্ন্যাসী মামলার পরে জমিদারির উত্তরাধিকারের বিষয়টি শেষ পর্যন্ত জটিল হয়ে পড়ে এবং ফলে এর ব্যবস্থাপনা ১৯৫১ সালে জমিদারি প্রথা বাতিল না হওয়া পর্যন্ত কোর্ট অব ওয়ার্ডসের অধীনেই থেকে যায়। যেহেতু উত্তরাধিকারী নিয়ে বহু জটিলতা ছিল এবং জমিদারি সংক্রান্ত বহু মামলাও অমীমাংসিত ছিল, সে কারণে জমিদারি প্রথা বিলুপ্ত ঘোষণার পরেও এর বিষয়-সম্পত্তি বা দায়-দায়িত্ব যথাযথভাবে বণ্টন করা সম্ভব হয় নি। ফলে পাকিস্তান আমলেও জমিদারিটি কোর্ট অব ওয়ার্ডসের অধীনেই থাকে। বর্তমানে ভাওয়াল এস্টেটের কর্মক"
1736,context_grounded_fact,False,আল্লামা শাহ আহমদ শফী কবে জন্মগ্রহণ করেন ?,১৯৪১ সালে,,,,,stratified sample from real test set task type,context entailment/extraction,"আহমদ শফীর জন্ম ১৯২০ সালে, চট্টগ্রামের রাঙ্গুনিয়া থানার পাখিয়ারটিলা গ্রামে। ১০ বছর বয়সে তিনি আল্‌-জামিয়াতুল আহলিয়া দারুল উলূম মুঈনুল ইসলাম মাদ্রাসায় ভর্তি হন। ওই বয়সে কিছুদিনের মধ্যে তিনি পিতা-মাতা উভয়কে হারান। এরপর ১০ বছর আল্‌-জামিয়াতুল আহলিয়া দারুল উলূম মুঈনুল ইসলাম হাটহাজারী মাদ্রাসায় অতিবাহিত করেন। ২০ বছর বয়সে (১৯৪১ সালে) তিনি ভারতের দারুল উলুম দেওবন্দ মাদরাসায় ভর্তি হন। ব্রিটিশ বিরোধী আন্দোলনে আলেমদের কাছে দূর্গ হিসেবে পরিচিত ছিল এ মাদ্রাসাটি। ওই সময় তিনি সাইয়্যেদ হুসাইন আহমাদ মাদানীর হাতে বায়আত গ্রহণ করেন।"
1801,context_grounded_fact,False,ব্রহ্মবৈবর্ত পুরাণ কবে রচিত হয় ?,সম্ভবত ১৫শ বা ১৬শ শতাব্দী,,,,,stratified sample from real test set task type,context entailment/extraction,"ব্রহ্মবৈবর্ত পুরাণ গ্রন্থের যে পাঠগুলি এখন পাওয়া যায়, সেটি বিশেষভাবে গুরুত্বপূর্ণ। কারণ, এই পুরাণে রাধার উল্লেখ পাওয়া যায়। অন্যান্য অধিকাংশ প্রধান পুরাণে রাধার কোনো উল্লেখ নেই।[12] এই পুরাণে রাধা ও কৃষ্ণের জীবন-কেন্দ্রিক কিংবদন্তি, পূজাপদ্ধতি, পৌরাণিক উপাখ্যান ও নাটকীয় ঘটনাগুলি নথিভুক্ত করেছে। এছাড়া এই পুরাণে আলোচিত হয়েছে নীতিকথা, ধর্ম, চতুরাশ্রম বর্ণ ও মূল আখ্যায়িকার সঙ্গে যুক্ত উৎসবগুলির কথা।[12][13][14] এই পুরাণে উল্লিখিত বিবরণগুলি থেকে বোঝা যায় যে, খ্রিস্টীয় ২য় সহস্রাব্দের মধ্যবর্তী সময়ের তান্ত্রিক ধারণাগুলির বিকাশ এবং চৈতন্য মহাপ্রভু প্রমুখ ভক্তিবাদী ধর্মগুরুদের সম্পর্কে পুরাণকার অবহিত ছিলেন বা এঁদের বা এগুলির দ্বারা প্রভাবিত হয়েছিলেন।[15] অন্যান্য প্রধান পুরাণগুলি বিশ্বকোষতুল্য গ্রন্থ হলেও, এই পুরাণটি সেই রকম নয়। এই কারণে মনে করা হয় যে, এই পুরাণের মুখ্য অংশটি সম্ভবত ১৫শ বা ১৬শ শতাব্দীর রচনা।[15]"
1873,context_grounded_fact,False,তিব্বতী বৌদ্ধধর্মের অন্যতম প্রধান ধর্মসম্প্রদায় দ্গে-লুগ্স ধর্মসম্প্রদায়ের চতুর্থ দলাই লামা কে ছিলেন ?,লো-ব্জাং-ছোস-ক্যি-র্গ্যাল-ম্ত্শান ছিলেন চতুর্থ দলাই লামা।,,,,,stratified sample from real test set task type,context entailment/extraction,"চতুর্থ দলাই লামা য়োন-তান-র্গ্যা-ম্ত্শো মৃত্যুবরণ করার পরে ১৬১৮ খ্রিষ্টাব্দে ছোখুর মঙ্গোলদের একটি দল দ্বুস অঞ্চলে তীর্থযাত্রায় এসে মধ্য তিব্বত শাসনকারী গ্ত্সাং-পা রাজবংশের অধীনস্থ এলাকায় লুঠপাট চালালে গ্ত্সাং-পা রাজবংশের রাজা ফুন-ত্শোগ্স-র্নাম-র্গ্যাল দ্বুস অঞ্চলে আক্রমণ করে দ্গে-লুগ্স বৌদ্ধধর্মসম্প্রদায়ের বহু বৌদ্ধবিহারকে কার্মা-ব্কা'-ব্র্গ্যুদ ধর্মসম্প্রদায়ের বৌদ্ধবিহারে পরিণত করেন ও দলাই লামার পরবর্তী অবতার খোঁজার ওপর নিষেধাজ্ঞা জারি করেন।[4]:৩২৭,৩২৮ শেষ জীবনে চতুর্থ পাঞ্চেন লামা ব্লো-ব্জাং-ছোস-ক্যি-র্গ্যাল-ম্ত্শানের সঙ্গে সম্পর্কের উন্নতি হলে ফুন-ত্শোগ্স-র্নাম-র্গ্যাল এই নিষেধাজ্ঞা প্রত্যাহার করেন।[5]:৩৩ এর ফলশ্রুতিতে য়োন-তান-র্গ্যা-ম্ত্শোর প্রধান সহায়ক ব্সোদ-নাম্স-ছোস-'ফেল পঞ্চম দলাই লামা হিসেবে কুন-দ্গা'-স্ন্যিং-পোকে চিহ্নিত করেন।[1] এবং ব্লো-ব্জাং-ছোস-ক্যি-র্গ্যাল-ম্ত্শান তাঁর নতুন নাম রাখেন ঙ্গাগ-দ্বাং-ব্লো-ব্জাং-র্গ্যা-ম্ত্শো। যদিও এই চিহ্নিতকরণ পদ্ধতি বিতর্কের ঊর্ধ্বে ছিল না। দলাই লামা হিসেবে চিহ্নিত হওয়ার পূর্বে তাঁকে ব্কা'-ব্রগ্যুদ ধর্মসম্প্রদায়ের গ্রাগ্স-পা-দোন-গ্রুব (Wylie: grags pa don grub) নামক চতুর্থ ম্ত্শুর-ফু-র্গ্যাল-ত্শাব (Wylie: mtshur phu rgyal tshab) উপাধিধারী লামার অবতার রূপে চিহ্নিতকরণের অসফল প্রচেষ্টা করা হয়েছিল।[6] অন্যদিকে গ্রাগ্স-পা-র্গ্যাল-ম্ত্শান (Wylie: grags pa rgyal mtshan) নামক অপর এক শিশুকেও পঞ্চম দলাই লামা হিসেবে চিহ্নিত করা হয়েছিল। কিন্তু ব্লো-ব্জাং-ছোস-ক্যি-র্গ্যাল-ম্ত্শান তাঁকে পান-ছেন-ব্সোদ-নাম্স-গ্রাগ্স-পা নামক পঞ্চদশ দ্গা'-ল্দান-খ্রি-পার অবতার রূপে চিহ্নিত করে এই বিতর্কের অবসান ঘটান।[7][8]"
1997,context_grounded_fact,False,পার্সি জর্জ হার্বার্ট ফেন্ডার কোন সালে প্রথম আন্তর্জাতিক ম্যাচ খেলেন ?,১৯২০ সালে তিনি প্রথম আন্তর্জাতিক ম্যাচ খেলেন।,,,,,stratified sample from real test set task type,context entailment/extraction,"অস্ট্রেলিয়া সফরে এমসিসি দল পাঁচ খেলার সিরিজের সবকটিতেই হেরে বসে।[প 4][46] ফেন্ডার অনিয়মিতভাবে খেলেন ও সফরের শুরুর দিকে বেশ কমই সফলতা পেয়েছেন।[47] ডগলাস খুব কমই বোলার হিসেবে তাঁকে ডেকেছেন।[48] প্রথম টেস্টের জন্য শেষ পর্যায়ে একাদশের বাইরে রাখা হয় ও দ্বাদশ ব্যক্তি হিসেবে ছিলেন।[49] অবশেষে তৃতীয় টেস্টে খেলার জন্য তাঁকে মনোনীত করা হয়। অসুস্থতার কারণে জ্যাক হার্ন স্বেচ্ছায় নিজেকে প্রত্যাহার করে নেন ও প্রস্তুতিমূলক খেলায় ফেন্ডার বেশ ভালো করেছিলেন।[50] দলীয় ব্যবস্থাপক ফ্রেডরিক টুন ডগলাসের পরিবর্তে ফেন্ডারকে পেতে চেয়েছিলেন। তাঁর এ প্রস্তাবনা দলের শীর্ষস্থানীয় পেশাদার ক্রিকেটারদের দুইজন সমর্থনও ব্যক্ত করেছিলেন।[51] তবে, ডগলাস তা প্রত্যাখ্যান করেছিলেন।[52] ১৪ জানুয়ারি, ১৯২১ তারিখে ফেন্ডারের টেস্ট অভিষেক হয়। তবে, ব্যাট কিংবা বল হাতে তেমন সফলতা পাননি তিনি।[12] এরজন্য অংশতঃ পূর্ববর্তী সপ্তাহগুলোয় অনুশীলনীমূলক খেলায় অনুপস্থিতিই দায়ী।[53] তিনি চার্লস কেলেওয়ের ক্যাচ তালুবন্দী করতে ব্যর্থ হন ও পরবর্তীতে ১৪৭ রান তুলেন।[54]"
2216,context_grounded_fact,False,মহাস্থানগড় খ্রিস্টপূর্ব কত সালে পুণ্ড্র রাজ্যের রাজধানী ছিল বলে ধারণা করা হয়?,খ্রিস্টপূর্ব ৩০০ অব্দ,,,,,stratified sample from real test set task type,context entailment/extraction,মহাস্থানগড় খ্রিস্টপূর্ব ৭০০ অব্দে পুণ্ড্র রাজ্যের প্রাচীন রাজধানী ছিল।
2221,context_grounded_fact,False,পাহাড়পুর বৌদ্ধ বিহার কোন পাল রাজা নির্মাণ করেন?,দেবপাল,,,,,stratified sample from real test set task type,context entailment/extraction,পাহাড়পুর বৌদ্ধ বিহার পাল রাজবংশের দ্বিতীয় রাজা ধর্মপাল অষ্টম শতকের শেষদিকে বা নবম শতকে নির্মাণ করেন।
2310,context_grounded_fact,False,মুখর' শব্দের শুদ্ধ বিপরীত শব্দ কোনটি?,মৌন,,,,,stratified sample from real test set task type,context entailment/extraction,ব্যাকরণ অনুযায়ী 'মুখর' শব্দটির একটি সুনির্দিষ্ট বিপরীত শব্দ রয়েছে।
2311,context_grounded_fact,False,রূপবান' শব্দের শুদ্ধ বিপরীত শব্দ কোনটি?,কুরূপ,,,,,stratified sample from real test set task type,context entailment/extraction,ব্যাকরণ অনুযায়ী 'রূপবান' শব্দটির একটি সুনির্দিষ্ট বিপরীত শব্দ রয়েছে।
2320,context_grounded_fact,False,অজপাড়াগাঁ' শব্দে ব্যবহৃত 'অজ' উপসর্গটি কোন শ্রেণির?,বাংলা,,,,,stratified sample from real test set task type,context entailment/extraction,অজপাড়াগাঁ' শব্দটিতে 'অজ' উপসর্গ ব্যবহৃত হয়েছে।
2368,context_grounded_fact,False,তালুলা রাইলি কবে জন্মগ্রহণ করেন?,২০১৮,,,,,stratified sample from real test set task type,context entailment/extraction,"তালুলা জেন রাইলি-মিলবার্ন (জন্ম ২৬ সেপ্টেম্বর ১৯৮৫) একজন ইংরেজ অভিনেত্রী। তিনি বেশ কিছু চলচ্চিত্রে অভিনয় করেছেন, যার মধ্যে রয়েছে প্রাইড অ্যান্ড প্রেজুডিস (২০০৫), সেন্ট ট্রিনিয়ানস (২০০৭) এবং এর সিক্যুয়াল সেন্ট ট্রিনিয়ানস ২: দ্য লিজেন্ড অফ ফ্রিটন গোল্ড (২০০৯), দ্য বোট দ্যাট রকড (২০০৯) এবং ইনসেপশন (২০১০)। তিনি এইচবিও-র সায়েন্স ফিকশন ওয়েস্টার্ন সিরিজ ওয়েস্টওয়ার্ল্ড (২০১৬-২০১৮) এবং এফএক্স-এর জীবনীমূলক মিনিসিরিজ পিস্টল (২০২২)-এ অভিনয় করেছেন।"
2369,context_grounded_fact,False,সৈয়দ নওশের আলী কবে জন্মগ্রহণ করেন?,১৯৬২,,,,,stratified sample from real test set task type,context entailment/extraction,"সৈয়দ নওশের আলী (জন্ম: ২ মার্চ, ১৮৯০ - ২৭ এপ্রিল, ১৯৭২) একজন আইনবিদ এবং রাজনীতিবিদ। কলকাতা বিশ্ববিদ্যালয় থেকে আইন ডিগ্রি লাভ করেন। তিনি যশোর জেলা বোর্ডের চেয়ারম্যান, ফজলুল হকের নেতৃত্বে গঠিত নিখিল বঙ্গ প্রজা সমিতির (১৯২৭) সদস্য এবং বঙ্গীয় বিধানসভার সদস্য নির্বাচিত এবং ফজলুল হক মন্ত্রিসভার সদস্য ছিলেন। তিনি ১৯৪১-এ কংগ্রেস, হিন্দু মহাসভা, কৃষক প্রজা পার্টিসহ অন্যান্য দল নিয়ে ফজলুল হকের নেতৃত্বে প্রগ্রেসিভ কোয়ালিশন পার্টি গঠনের প্রধান উদ্যোক্তা ও অন্যতম নেতা।
তিনি নেতাজি সুভাষচন্দ্র বসুর ‘ইন্ডিয়ান ন্যাশনাল আর্মির সদস্য’ ও বঙ্গীয় বিধান সভার স্পিকার। পশ্চিমবঙ্গ বিধানসভার লেজিসলেটিভ কাউন্সিল "
2402,context_grounded_fact,False,ড্যানিয়েল পার্ল কবে জন্মগ্রহণ করেন?,"১০ অক্টোবর, ২০০২",,,,,context birthdate extraction but response uses death year,context entailment/extraction,"ড্যানিয়েল পার্ল (ইংরেজি: Daniel Pearl) (জন্ম: ১০ অক্টোবর, ১৯৬৩) একজন মার্কিন ইহুদি সাংবাদিক। তিনি মার্কিন পত্রিকা ওয়াল স্ট্রিট জার্নাল-এ কর্মরত থাকাকালীন পাকিস্তানের করাচিতে এক প্রতিবেদন লিখতে গিয়ে আল কায়েদা সন্ত্রাসীদের দ্বারা অপহৃত হন। অপহরণের সময় তিনি ভারতের মুম্বাইয়ে ওয়াল স্ট্রিট জার্নাল-এর দক্ষিণ এশীয় ব্যুরো নির্বাহী হিসেবে কর্মরত ছিলেন। তিনি সন্ত্রাসী রিচার্ড রেইড (দ্য স্টোন বোম্বার), আল কায়েদা, এবং পাকিস্তানি গোয়েন্দা সংস্থা আইএসআই-এর ওপর পত্রিকায় একটি তদন্তমূলক প্রতিবেদন দাখিলের উদ্দেশ্যে পাকিস্তানে গিয়েছিলেন। অপহরণকারীরা পরবর্তীতে শিরঃচ্ছেদের মাধ্যমে তাকে হত্যা করে।
পার্লক"
2407,context_grounded_fact,False,জস বাটলার কবে জন্মগ্রহণ করেন?,"৮ সেপ্টেম্বর, ২০১০",,,,,context birthdate extraction but response uses later achievement year,context entailment/extraction,"জোসেফ চার্লস বাটলার (জন্ম: ৮ সেপ্টেম্বর, ১৯৯০) সমারসেটের টাউনটনে জন্মগ্রহণকারী ইংরেজ ক্রিকেটার। সাধারণভাবে জস বাটলার নামে পরিচিত। বর্তমানে তিনি ইংল্যান্ড ক্রিকেট দলের প্রতিনিধিত্ব করছেন। পাশাপাশি ল্যাঙ্কাশায়ার কাউন্টি ক্রিকেট ক্লাবের হয়ে খেলে থাকেন।  দলে তিনি মূলতঃ ডানহাতি ব্যাটসম্যান এবং উইকেট-রক্ষকের দায়িত্ব পালন করে থাকেন। ২০১০ সালে তিনি উইজডেন বর্ষসেরা কিশোর বিদ্যালয় ক্রিকেটার হিসেবে নির্বাচিত হন।"
